id_desdobramento_3,cd_desdobramento_3,nome
596,1,TITULOS DE RESPONSABILIDADE DO TESOURO NACIONAL - MERCADO EXTERNO
597,1,OPERACOES DE CREDITO CONTRATUAIS - MERCADO EXTERNO
598,0,MULTAS PREVISTAS EM LEI POR INFRACOES NO SETOR DE ENERGIA ELETRICA
599,1,AMORTIZACAO DE EMPRESTIMOS - BEA/BIB
600,1,MULTAS PREVISTAS NA LEGISLACAO SOBRE REGIME DE PREVIDENCIA PRIVADA COMPLEMENTAR
601,0,MULTA POR DESCUMPRIMENTO DE OBRIGACAO PREVIDENCIARIA ACESSORIA
602,0,AMORTIZACAO DE EMPRESTIMOS CONTRATUAIS
603,0,SERVICOS E ATIVIDADES REFERENTES A NAVEGACAO E AO TRANSPORTE
604,1,SERVICOS DE NAVEGACAO
605,0,SERVICOS DE TRANSPORTE
606,9,OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO
607,1,OUTRAS RESTITUICOES
608,0,TAXAS DE FISCALIZACAO DAS TELECOMUNICACOES
609,5,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - OUTROS PRODUTOS
610,4,ADICIONAL ISS - FUNDO MUNICIPAL DE COMBATE A POBREZA
611,0,TAXAS PELO EXERCICIO DO PODER DE POLICIA
612,0,IMPOSTO SOBRE A IMPORTACAO
613,0,IMPOSTO SOBRE A EXPORTACAO
614,0,"RECEITA INTRAORCAMENTARIA - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA"
615,0,RECEITA INTRAORCAMENTARIA - CONTRIBUICAO PARA O REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS
616,0,RECEITA INTRAORCAMENTARIA - OUTRAS RESTITUICOES
617,0,RECEITA INTRAORCAMENTARIA - OUTROS RESSARCIMENTOS
618,1,RECEITA INTRAORCAMENTARIA - OUTROS RESSARCIMENTOS
619,2,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - DIVIDA ATIVA - MULTAS E JUROS - COTA PARTE DO ESTADO PARA O FUNDEB
620,3,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS"
621,3,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - DIVIDA ATIVA"
622,1,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTE
623,0,"RECEITA INTRAORCAMENTARIA - CONTRIBUICAO PARA PREVIDENCIA MILITAR DE ESTADOS, DF E MUNICIPIOS"
624,5,RECEITA INTRAORCAMENTARIA - CONTRIBUICAO PATRONAL DO MILITAR INATIVO
625,0,RECEITA INTRAORCAMENTARIA - EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO
626,0,RECEITA INTRAORCAMENTARIA - EXPLORACAO DE RECURSOS NATURAIS
627,0,RECEITA INTRAORCAMENTARIA - TRANSFERENCIAS CORRENTES
628,9,RECEITA INTRAORCAMENTARIA - OUTRAS TRANSFERENCIAS DOS ESTADOS
629,1,TRANSFERENCIAS DE CONVENIOS DE INSTITUICOES PRIVADAS
630,1,DEDUCAO DAS RECEITAS - MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - PRINCIPAL - MULTA ISOLADA POR INFRACAO A OBRIGACAO ACESSORIA - CESSAO DE DIREITOS C
631,1,OUTRAS OPERACOES DE CREDITO - MERCADO INTERNO
632,3,TRANSFERENCIAS DE CONVENI
633,0,DEDUCAO DAS RECEITAS - TRANSFERENCIA FINANCEIRA DO ICMS - DESONERACAO - L.C. NO 87/96
634,2,"DELEGACAO PARA EXPLORACAO DA INFRAESTRUTURA DE TRANSPORTE RODOVIARIO PARA OS ESTADOS, DISTRITO FEDERAL E MUNICIPIOS"
635,3,CONTRIBUICAO DO SERVIDOR INATIVO PARA O RPPS
636,1,DELEGACAO PARA EXPLORACAO DA INFRAESTRUTURA DE TRANSPORTE AQUAVIARIO
637,1,DELEGACAO DOS SERVICOS DE TELECOMUNICACAO - PODER CONCEDENTE NO REGIME PUBLICO
638,0,RECEITA DE SERVICOS
639,1,SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS
640,0,"CONTRIBUICAO PARA PREVIDENCIA MILITAR DE ESTADOS, DF E MUNICIPIOS"
641,3,DELEGACAO DOS SERVICOS DE RADIODIFUSAO SONORA E DE SONS E IMAGENS
642,1,CONTRIBUICAO SOBRE APOSTAS EM COMPETICOES HIPICAS
643,1,COTA-PARTE DO ADICIONAL AO FRETE PARA A RENOVACAO DA MARINHA MERCANTE - AFRMM
644,0,EXPLORACAO DE RECURSOS NATURAIS
645,5,CONTRIBUICAO PATRONAL PARA O RPPS ORIUNDA DE SENTENCAS JUDICIAIS
646,1,CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE-COMBUSTIVEIS - IMPORTACAO
647,4,ROYALTIES EXCEDENTES PELA PRODUCAO DE PETROLEO EM PLATAFORMA - CONTRATO DE CONCESSAO - DECLARACAO DE COMERCIALIDADE A PARTIR DE 3/12/2012 - QUALQUER S
648,0,CONTRIBUICAO PARA OS FUNDOS DE ASSISTENCIA MEDICA
649,1,PARTICIPACAO ESPECIAL PELA PRODUCAO DE PETROLEO EM TERRA (QUALQUER SITUACAO) - CONTRATO DE CONCESSAO
650,4,ROYALTIES MINIMOS PELA PRODUCAO DE PETROLEO EM PLATAFORMA - CESSAO ONEROSA - DECLARACAO DE COMERCIALIDADE A PARTIR DE 3/12/2012
651,4,ROYALTIES EXCEDENTES PELA PRODUCAO DE PETROLEO EM PLATAFORMA - CESSAO ONEROSA - DECLARACAO DE COMERCIALIDADE A PARTIR DE 3/12/2012
652,4,ROYALTIES PELA PRODUCAO DE PETROLEO EM PLATAFORMA - PARTILHA DE PRODUCAO - DECLARACAO DE COMERCIALIDADE A PARTIR DE 3/12/2012
653,0,OUTORGA DE DIREITOS DE EXPLORACAO E PESQUISA MINERAL
654,1,OUTORGA DE DIREITOS DE EXPLORACAO E PESQUISA MINERAL
655,1,UTILIZACAO DE RECURSOS HIDRICOS - ITAIPU
656,1,CONCESSAO DE FLORESTAS NACIONAIS - VALOR MINIMO
657,1,CONTRIBUICAO SOBRE A ARRECADACAO DOS FUNDOS DE INVESTIMENTOS REGIONAIS
658,1,CUSTOS DE EDITAL DE CONCESSAO FLORESTAL
659,1,EMOLUMENTOS E CUSTAS JUDICIAIS
660,1,CONTRIBUICAO DE MELHORIA PARA PAVIMENTACAO E OBRAS COMPLEMENTARES
661,0,OUTRAS CONTRIBUICOES DE MELHORIA
662,0,CONTRIBUICAO PARA O FINANCIAMENTO DA SEGURIDADE SOCIAL - COFINS
663,1,CONTRIBUICAO PARA O FINANCIAMENTO DA SEGURIDADE SOCIAL - COFINS
664,1,OUTROS VALORES MOBILIARIOS
665,0,OUTORGA DE DIREITO DE USO OU DE EXPLORACAO DE CRIACAO PROTEGIDA - INSTITUICAO CIENTIFICA E TECNOLOGICA
666,1,OUTORGA DE DIREITO DE USO OU DE EXPLORACAO DE CRIACAO PROTEGIDA - INSTITUICAO CIENTIFICA E TECNOLOGICA
667,1,DIREITO DE USO DA IMAGEM E DE REPRODUCAO DOS BENS DO ACERVO PATRIMONIAL
668,0,DELEGACAO PARA A PRESTACAO DOS SERVICOS DE TRANSPORTE
669,0,DELEGACAO PARA A PRESTACAO DOS SERVICOS DE TRANSPORTE FERROVIARIO
670,1,SERVICOS DE TRANSPORTE
671,3,PARCELA DA TARIFA DE EMBARQUE INTERNACIONAL
672,1,RESTITUICAO DE CONTRIBUICOES PREVIDENCIARIAS COMPLEMENTARES
673,1,RESTITUICAO DE RECURSOS DE FOMENTO
674,0,RESTITUICAO DE DEPOSITOS DE SENTENCAS JUDICIAIS NAO SACADOS
675,1,RESTITUICAO DE DEPOSITOS DE SENTENCAS JUDICIAIS NAO SACADOS
676,0,SERVICOS DE ASSISTENCIA A SAUDE DE SERVIDORES CIVIS E MILITARES
677,0,SERVICOS E ATIVIDADES FINANCEIRAS
678,2,ALIENACAO DE BENS E MERCADORIAS ASSOCIADOS AO TRAFICO ILICITO DE ENTORPECENTES E DROGAS AFINS
679,1,APORTES PERIODICOS PARA AMORTIZACAO DE DEFICIT ATUARIAL DO RPPS
680,6,TRANSFERENCIAS DE CONVENIOS DOS ESTADOS DESTINADAS A PROGRAMAS DE MEIO AMBIENTE
681,0,PARTICIPACAO NA RECEITA DA UNIAO
682,1,COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL
683,3,COTA-PARTE DO FUNDO DE PARTICIPACAO DO MUNICIPIOS - 1% COTA ENTREGUE NO MES DE DEZEMBRO
684,0,APORTES PERIODICOS PARA COMPENSACOES AO RGPS
685,0,TRANSFERENCIA DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS NATURAIS
686,1,ENCARGOS LEGAIS PELA INSCRICAO EM DIVIDA ATIVA
687,6,COTA-PARTE DO FUNDO ESPECIAL DO PETROLEO - FEP
688,2,TRANSFERENCIAS DE RECURSOS DA COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS D
689,0,OPERACOES DE CREDITO
690,1,TRANSFERENCIAS DO SALARIO-EDUCACAO
691,4,TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO ESCOLAR - PNATE
692,0,MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA
693,0,OPERACOES DE CREDITO INTERNAS DE ESTADOS/DF/MUNICIPIOS
694,1,OPERACOES DE CREDITO INTERNAS PARA PROGRAMAS DE EDUCACAO
695,0,OUTRAS OPERACOES DE CREDITO - MERCADO INTERNO
696,0,TRANSFERENCIA FINANCEIRA DO ICMS - DESONERACAO - L.C. NO 87/96
697,0,OPERACAO DE CREDITO EXTERNAS - ESTADOS/DF/MUNICIPIOS
698,2,OPERACOES DE CREDITO EXTERNAS PARA PROGRAMAS DE SAUDE
699,6,OPERACOES DE CREDITO EXTERNAS PARA REFINANCIAMENTO DA DIVIDA CONTRATUAL
700,0,ALIENACAO DE BENS MOVEIS
701,0,ALIENACAO DE TITULOS MOBILIARIOS
702,0,ALIENACAO DE ESTOQUES
703,3,TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE ASSISTENCIA SOCIAL
704,0,MULTAS PREVISTAS NA LEGISLACAO DO SEGURO-DESEMPREGO E ABONO SALARIAL
705,0,MULTAS PREVISTAS NA LEGISLACAO SOBRE DEFESA DOS DIREITOS DIFUSOS
706,0,ALIENACAO DE ESTOQUES DA POLITICA DE GARANTIA DE PRECOS MINIMOS - PGPM
707,0,ALIENACAO DE ESTOQUES DO PROGRAMA DE AQUISICAO DE ALIMENTOS - PAA
708,1,MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS
709,0,MULTAS APLICADAS PELOS TRIBUNAIS DE CONTAS
710,0,"TRANSFERENCIAS DOS ESTADOS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS"
711,0,PARTICIPACAO NA RECEITA DOS ESTADOS
712,4,COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO
713,1,RESTITUICAO DE BENEFICIOS NAO DESEMBOLSADOS
714,4,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS
715,0,TAXA DE CONTROLE E FISCALIZACAO DA PESCA E AQUICULTURA
716,5,IMPOSTO SOBRE VENDAS A VAREJO DE COMBUSTIVEIS LIQUIDOS E GASOSOS (IVVC)
814,0,RECEITA INTRAORCAMENTARIA - TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL
815,1,RECEITA INTRAORCAMENTARIA - TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL
816,0,RECURSOS ARRECADADOS EM EXERCICIOS ANTERIORES
817,0,DEDUC?O DAS RECEITAS - OUTRAS RECEITAS CORRENTES
818,0,DEDUC?O DAS RECEITAS - TRANSFERENCIAS CORRENTES
819,0,"DEDUC?O DAS RECEITAS - IMPOSTOS, TAXAS E CONTRIBUIC?ES DE MELHORIA"
820,0,DEDUC?O DAS RECEITAS - IMPOSTOS
821,0,DEDUC?O DAS RECEITAS - TRANSFERENCIAS DA UNI?O E DE SUAS ENTIDADES
822,0,DEDUC?O DAS RECEITAS - RECEITA PATRIMONIAL
823,5,TRANSFERENCIAS DE RECURSOS DO SISTEMA UNICO DE SAUDE ? SUS DESTINADOS A GESTAO DO SUS
824,0,DEDUCAO DAS RECEITAS - OUTRAS RECEITAS CORRENTES
825,0,TRANSFERENCIA DE RECURSOS DO SISTEMA UNICO DE SAUDE ? SUS ? REPASSES FUNDO A FUNDO BLOCO CUSTEIO DAS ACOES E SERVICOS PUBLICOS DE SAUDE
826,6,"OUTRAS TRANSFERENCIAS DE RECURSOS DO SISTEMA UNICO DE SAUDE ? SUS, NAO DETALHADAS ANTERIORMENTE"
827,0,DEDUCAO DAS RECEITAS - RECEITA PATRIMONIAL
828,1,TRANSFERENCIAS DE RECURSOS DO SISTEMA UNICO DE SAUDE ? SUS DESTINADOS A ATENCAO BASICA
829,5,TRANSFERENCIA DE RECURSOS DO SUS ? GESTAO DO SUS
830,0,"DEDUCAO DAS RECEITAS - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA"
831,2,TRANSFERENCIA DE RECURSOS DO SUS ? ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR
832,0,TRANSFERENCIAS DE RECURSOS DO SISTEMA UNICO DE SAUDE ? SUS - BLOCO INVESTIMENTOS NA REDE DE SERVICOS PUBLICOS DE SAUDE
833,4,TRANSFERENCIAS DE RECURSOS DO SISTEMA UNICO DE SAUDE ? SUS DESTINADOS A GESTAO E DESENVOLVIMENTO DE TECNOLOGIAS EM SAUDE NO SUS
834,0,DEDUCAO DAS RECEITAS - IMPOSTOS
835,3,TRANSFERENCIA DE RECURSOS DO SUS ? VIGILANCIA EM SAUDE
836,2,TRANSFERENCIAS DE RECURSOS DO SISTEMA UNICO DE SAUDE ? SUS DESTINADOS A ATENCAO ESPECIALIZADA
837,0,DEDUCAO DAS RECEITAS - TRANSFERENCIAS CORRENTES
838,0,DEDUCAO DAS RECEITAS - TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES
839,4,TRANSFERENCIA DE RECURSOS DO SUS ? ASSISTENCIA FARMACEUTICA
840,3,TRANSFERENCIAS DE RECURSOS DO SISTEMA UNICO DE SAUDE ? SUS DESTINADOS A VIGILANCIA EM SAUDE
717,0,"IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA"
718,0,IMPOSTO SOBRE A RENDA DE PESSOA FISICA - IRPF
719,1,IMPOSTO SOBRE A RENDA DE PESSOA FISICA - IRPF
720,1,RESGATE DE TITULOS DO TESOURO
721,0,"DEMAIS RECEITAS DE CAPITAL ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS"
722,0,"RECEITA INTRAORCAMENTARIA - TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO"
723,0,RECEITA INTRAORCAMENTARIA - RESTITUICOES
724,0,DEDUCAO DAS RECEITAS
725,2,DEDUCAO DAS RECEITAS - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES - PRINCIPAL
726,3,"DEDUCAO DAS RECEITAS - IMPOSTO SOBRE TRANSMISSAO ""CAUSA MORTIS"" E DOACAO DE BENS E DIREITOS - DIVIDA ATIVA - COTA PARTE DO ESTADO PARA O FUNDEB"
727,0,RECEITA INTRAORCAMENTARIA - OUTRAS CONTRIBUICOES SOCIAIS
728,1,RECEITA INTRAORCAMENTARIA - ALUGUEIS E ARRENDAMENTOS
729,0,RECEITA INTRAORCAMENTARIA - RECEITA DE SERVICOS
730,1,TRANSFERENCIAS DO EXTERIOR
731,0,"TRANSFERENCIAS DO EXTERIOR - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS"
732,1,TRANSFERENCIAS PROVENIENTES DE DEPOSITO NAO IDENTIFICADOS
733,2,RESULTADO DO BANCO CENTRAL - DEMAIS OPERACOES
734,1,DEDUCAO DAS RECEITAS - MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA
735,1,OUTRAS TRANSFERENCIAS DA UNIAO
736,4,DEDUCAO DAS RECEITAS - REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS - PRINCIPAL
737,4,DEDUCAO DAS RECEITAS - REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS - PRINCIPAL - RENDA VARIAVEL
738,0,DEDUCAO DAS RECEITAS - OUTROS VALORES MOBILIARIOS
739,1,DEDUCAO DAS RECEITAS - OUTROS VALORES MOBILIARIOS - PRINCIPAL - TITULOS DE RESPONSABILIDADE DO GOVERNO FEDERAL - VINCULADO AO RPPS
740,1,DEDUCAO DAS RECEITAS - COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL
741,6,DEDUCAO DAS RECEITAS - COTA-PARTE DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS - PRINCIPAL
742,1,DEDUCAO DAS RECEITAS - TRANSFERENCIA FINANCEIRA DO ICMS - DESONERACAO - L.C. NO 87/96
743,1,DEDUCAO DAS RECEITAS - TRANSFERENCIA FINANCEIRA DO ICMS - DESONERACAO - L.C. NO 87/96 - PRINCIPAL
744,1,DEMAIS RECEITAS PATRIMONIAIS
745,1,CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO CIVIL PARA O RPPS
746,0,DELEGACAO PARA A PRESTACAO DOS SERVICOS DE TRANSPORTE METROVIARIO
747,1,DELEGACAO PARA A PRESTACAO DOS SERVICOS DE TRANSPORTE AQUAVIARIO
748,0,DELEGACAO PARA A PRESTACAO DOS SERVICOS DE TRANSPORTE AEROVIARIO
749,2,CONTRIBUICAO PATRONAL DOS SERVIDORES CIVIS INATIVOS
750,5,CESSAO DO DIREITO DE EXPLORACAO DE SATELITE BRASILEIRO
751,2,CONTRIBUICAO PARA O PROGRAMA DE REDISTRIBUICAO DE TERRAS E DE ESTIMULO A AGROINDUSTRIA DO NORTE E DO NORDESTE - PROTERRA
752,1,CONTRIBUICAO PARA O DESENVOLVIMENTO DA INDUSTRIA CINEMATOGRAFICA NACIONAL - CONDECINE
753,0,OUTORGA DE EXPLORACAO E PRODUCAO DE PETROLEO E GAS NATURAL - REGIME DE CONCESSAO
754,1,"CONTRIBUICAO PELA LICENCA DE USO, AQUISICAO OU TRANSFERENCIA DE TECNOLOGIA - CIDE - REMESSAS AO EXTERIOR"
755,2,CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE-COMBUSTIVEIS - COMERCIALIZACAO
756,2,CONTRIBUICAO SOBRE A RECEITA BRUTA DAS EMPRESAS PRESTADORAS DE SERVICOS DE TELECOMUNICACOES
757,3,PARTICIPACAO ESPECIAL PELA PRODUCAO DE PETROLEO EM PLATAFORMA - CONTRATO DE CONCESSAO - DECLARACAO DE COMERCIALIDADE ANTES DE 3/12/2012 - DEMAIS SITUA
758,1,ROYALTIES MINIMOS PELA PRODUCAO DE PETROLEO EM TERRA - CESSAO ONEROSA - DECLARACAO DE COMERCIALIDADE A PARTIR DE 3/12/2012
759,1,CONTRIBUICAO SOBRE O FATURAMENTO DAS EMPRESAS DE INFORMATICA INSTALADAS NA AMAZONIA
760,0,CONTRIBUICAO PARA OS PROGRAMAS DE INTEGRACAO SOCIAL E DE FORMACAO DO PATRIMONIO DO SERVIDOR PUBLICO - PIS E PASEP
761,0,COMPENSACAO FINANCEIRA COM A EXPLORACAO DE RECURSOS HIDRICOS
762,0,EXPLORACAO DE RECURSOS FLORESTAIS
763,0,ADICIONAL A CONTRIBUICAO PREVIDENCIARIA RURAL
764,0,"CONTRIBUICAO DE MELHORIA - ESPECIFICA DE ESTADOS, DF E MUNICIPIOS"
765,0,CONTRIBUICAO DE MELHORIA PARA EXPANSAO DA REDE DE AGUA POTAVEL E ESGOTO SANITARIO
766,0,CONTRIBUICAO SOBRE MOVIMENTACAO OU TRANSMISSAO DE VALORES E DE CREDITOS E DIREITOS DE NATUREZA FINANCEIRA
767,1,CONTRIBUICAO SOBRE MOVIMENTACAO OU TRANSMISSAO DE VALORES E DE CREDITOS E DIREITOS DE NATUREZA FINANCEIRA
768,2,REMUNERACAO DE DEPOSITOS ESPECIAIS
769,0,DIVIDENDOS
770,1,DIVIDENDOS
771,1,CONTRIBUICAO SOCIAL SOBRE O LUCRO LIQUIDO - CSLL
772,1,PARTICIPACOES
773,0,DELEGACAO PARA A PRESTACAO DOS SERVICOS DE TRANSPORTE RODOVIARIO
774,0,ROYALTIES PELA EXPLORACAO DO PATRIMONIO GENETICO OU CONHECIMENTO TRADICIONAL ASSOCIADO
775,1,CESSAO DO DIREITO DE OPERACIONALIZACAO DE PAGAMENTOS
776,0,TRANSFERENCIAS DE RECURSOS DESTINADOS A PROGRAMAS DE EDUCACAO
777,0,TRANSFERENCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAUDE - REPASSE FUNDO A FUNDO
778,1,RESTITUICAO DE BENEFICIOS ASSISTENCIAIS
779,0,RESTITUICAO DE CONTRIBUICOES PREVIDENCIARIAS COMPLEMENTARES
780,1,TRANSFERENCIAS DE ESTADOS DESTINADAS A ASSISTENCIA SOCIAL
781,0,RESTITUICAO DECORRENTE DA NAO APLICACAO DE INCENTIVOS FISCAIS
782,1,RESTITUICAO DECORRENTE DA APLICACAO IRREGULAR DE RECURSOS ELEITORAIS
783,0,OUTRAS TRANSFERENCIAS DOS ESTADOS
784,0,"RETORNO DE OPERACOES, JUROS E ENCARGOS FINANCEIROS"
785,1,TRANSFERENCIAS DE MUNICIPIOS A CONSORCIOS PUBLICOS
786,2,TRANSFERENCIAS DE CONVENIO DOS MUNICIPIOS DESTINADAS A PROGRAMAS DE EDUCACAO
787,0,RESSARCIMENTO AO REGIME GERAL DE PREVIDENCIA SOCIAL - RGPS
788,0,"BENS, DIREITOS E VALORES PERDIDOS EM FAVOR DO PODER PUBLICO"
789,0,ALIENACAO DE BENS APREENDIDOS
790,1,TRANSFERENCIAS DE CONVENIOS DOS ESTADOS PARA O SISTEMA UNICO DE SAUDE - SUS
791,7,TRANSFERENCIAS DE CONVENIOS DOS ESTADOS DESTINADAS A PROGRAMAS DE INFRAESTRUTURA EM TRANSPORTE
792,7,COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO
793,0,PREMIO DO SEGURO OBRIGATORIO DE DANOS PESSOAIS CAUSADOS POR VEICULOS AUTOMOTORES DE VIA TERRESTRE - DPVAT
794,1,OUTRAS RECEITAS - PRIMARIAS
795,9,OUTRAS TRANSFERENCIAS DECORRENTES DE COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS NATURAIS
796,0,OPERACOES DE CREDITO - MERCADO INTERNO
797,0,TITULOS DE RESPONSABILIDADE DO TESOURO NACIONAL - MERCADO INTERNO
798,0,OPERACOES DE CREDITO CONTRATUAIS - MERCADO INTERNO
799,2,TRANSFERENCIAS DE CONVENIOS DOS MUNICIPIOS DESTINADAS A PROGRAMAS DE EDUCACAO
800,0,TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE
801,1,TRANSFERENCIAS PROVENIENTES DE DEPOSITOS NAO IDENTIFICADOS
802,1,MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA
803,5,OPERACOES DE CREDITO INTERNAS PARA PROGRAMAS DE MODERNIZACAO DA ADMINISTRACAO PUBLICA
804,0,TRANSFERENCIAS DA UNIAO A CONSORCIOS PUBLICOS
805,1,OUTRAS OPERACOES DE CREDITO - MERCADO EXTERNO
806,4,TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE COMBATE A FOME
807,0,ALIENACAO DE BENS IMOVEIS
808,1,AMORTIZACAO PROVENIENTE DA EXECUCAO DE GARANTIA - OPERACOES DE CREDITO
809,1,AMORTIZACAO DE EMPRESTIMOS - ESTADOS E MUNICIPIOS
810,1,AMORTIZACAO DE EMPRESTIMOS - PROGRAMA DAS OPERACOES OFICIAIS DE CREDITO
811,1,AMORTIZACAO DE EMPRESTIMOS CONTRATUAIS
812,1,AMORTIZACAO DE FINANCIAMENTOS
813,1,AMORTIZACAO DE FINANCIAMENTO DO FUNDO DE FINANCIAMENTO AO ESTUDANTE DO ENSINO SUPERIOR - FIES
841,0,TRANSFERENCIA DE RECURSOS DO SISTEMA UNICO DE SAUDE   SUS   REPASSES FUNDO A FUNDO BLOCO INVESTIMENTO DAS ACOES E SERVICOS PUBLICOS DE SAUDE
